id,title,description,intent,keywords,sample_questions,status
ho_tro_khach_hang__chia_se_va_tiet_lo_thong_tin__prob_1,Những đối tượng nào được VNPT chia sẻ hoặc cung cấp thông tin khách hàng?,Hướng dẫn về những đối tượng nào được vnpt chia sẻ hoặc cung cấp thông tin khách hàng khi sử dụng dịch vụ VNPT Money,nhung_doi_tuong_nao_duoc_vnpt_chia_se_hoac_cung_ca,"Chia sẻ và tiết lộ thông tin,đối,tượng,VNPT,chia,sẻ,cung,cấp,thông,tin",Những đối tượng nào được VNPT chia sẻ hoặc cung cấp thông tin khách hàng?|Tôi muốn hỏi về những đối tượng nào được vnpt chia sẻ hoặc cung cấp thông tin khách hàng|Những đối tượng nào được VNPT chia sẻ hoặc cung cấp thông tin khách hàng trong dịch vụ Chia sẻ và tiết lộ thông tin?,active
ho_tro_khach_hang__quyen_va_nghia_vu_cua_khach_hang_lien_quan_den_bao_ve_du_lie__prob_1,Khách hàng có những quyền gì đối với dữ liệu cá nhân của mình?,Hướng dẫn về khách hàng có những quyền gì đối với dữ liệu cá nhân của mình khi sử dụng dịch vụ VNPT Money,khach_hang_co_nhung_quyen_gi_doi_voi_du_lieu_ca_nh,"Quyền và nghĩa vụ của khách hàng liên quan đến bảo vệ dữ liệu cá nhân,Khách,hàng,quyền,đối,dữ,liệu,cá,nhân",Khách hàng có những quyền gì đối với dữ liệu cá nhân của mình?|Tôi muốn hỏi về khách hàng có những quyền gì đối với dữ liệu cá nhân của mình|Khách hàng có những quyền gì đối với dữ liệu cá nhân của mình trong dịch vụ Quyền và nghĩa vụ của khách hàng liên quan đến bảo vệ dữ liệu cá nhân?,active
ho_tro_khach_hang__quyen_va_nghia_vu_cua_khach_hang_lien_quan_den_bao_ve_du_lie__prob_2,Nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân,Hướng dẫn về nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân khi sử dụng dịch vụ VNPT Money,nghia_vu_cua_khach_hang_trong_viec_bao_ve_du_lieu,"Quyền và nghĩa vụ của khách hàng liên quan đến bảo vệ dữ liệu cá nhân,Nghĩa,khách,hàng,việc,bảo,vệ,dữ,liệu,cá",Nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân?|Tôi muốn hỏi về nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân|Nghĩa vụ của khách hàng trong việc bảo vệ dữ liệu cá nhân trong dịch vụ Quyền và nghĩa vụ của khách hàng liên quan đến bảo vệ dữ liệu cá nhân?,active
ho_tro_khach_hang__huong_dan_dang_ky_mobile_money__prob_1,Quy trình đăng ký tài khoản Mobile Money qua các kênh khác nhau,Hướng dẫn về quy trình đăng ký tài khoản mobile money qua các kênh khác nhau khi sử dụng dịch vụ VNPT Money,quy_trinh_dang_ky_tai_khoan_mobile_money_qua_cac_k,"Hướng dẫn đăng ký Mobile Money,Quy,trình,đăng,ký,tài,khoản,Mobile,Money,qua",Quy trình đăng ký tài khoản Mobile Money qua các kênh khác nhau?|Tôi muốn hỏi về quy trình đăng ký tài khoản mobile money qua các kênh khác nhau|Quy trình đăng ký tài khoản Mobile Money qua các kênh khác nhau trong dịch vụ Hướng dẫn đăng ký Mobile Money?,active
ho_tro_khach_hang__huong_dan_dang_ky_mobile_money__prob_2,Cách kiểm tra số dư tài khoản Mobile Money,Hướng dẫn về cách kiểm tra số dư tài khoản mobile money khi sử dụng dịch vụ VNPT Money,cach_kiem_tra_so_du_tai_khoan_mobile_money,"Hướng dẫn đăng ký Mobile Money,kiểm,tra,số,dư,tài,khoản,Mobile,Money",Cách kiểm tra số dư tài khoản Mobile Money?|Xem cách số dư tài khoản mobile money ở đâu?|Tra cứu cách số dư tài khoản mobile money?,active
ho_tro_khach_hang__huong_dan_naprut_tien_mobile_money__prob_1,Cách nạp tiền vào tài khoản Mobile Money,Hướng dẫn về cách nạp tiền vào tài khoản mobile money khi sử dụng dịch vụ VNPT Money,cach_nap_tien_vao_tai_khoan_mobile_money,"Hướng dẫn nạp/rút tiền Mobile Money,nạp,tiền,tài,khoản,Mobile,Money",Cách nạp tiền vào tài khoản Mobile Money?|Tôi muốn hỏi về cách nạp tiền vào tài khoản mobile money|Cách nạp tiền vào tài khoản Mobile Money trong dịch vụ Hướng dẫn nạp/rút tiền Mobile Money?,active
ho_tro_khach_hang__huong_dan_naprut_tien_mobile_money__prob_2,Cách rút tiền từ tài khoản Mobile Money,Hướng dẫn về cách rút tiền từ tài khoản mobile money khi sử dụng dịch vụ VNPT Money,cach_rut_tien_tu_tai_khoan_mobile_money,"Hướng dẫn nạp/rút tiền Mobile Money,rút,tiền,tài,khoản,Mobile,Money",Cách rút tiền từ tài khoản Mobile Money?|Tôi muốn hỏi về cách rút tiền từ tài khoản mobile money|Cách rút tiền từ tài khoản Mobile Money trong dịch vụ Hướng dẫn nạp/rút tiền Mobile Money?,active
ho_tro_khach_hang__huong_dan_chuyen_tien_mobile_money__prob_1,Hướng dẫn chuyển tiền Mobile Money,Hướng dẫn về hướng dẫn chuyển tiền mobile money khi sử dụng dịch vụ VNPT Money,huong_dan_chuyen_tien_mobile_money,"Hướng dẫn chuyển tiền Mobile Money,Hướng,dẫn,chuyển,tiền,Mobile,Money",Hướng dẫn chuyển tiền Mobile Money?|Làm sao để chuyển tiền mobile money?|Cách chuyển tiền mobile money trên VNPT Money?,active
ho_tro_khach_hang__huong_dan_thanh_toan_dich_vu_bang_mobile_money__prob_1,Hướng dẫn thanh toán dịch vụ bằng Mobile Money,Hướng dẫn về hướng dẫn thanh toán dịch vụ bằng mobile money khi sử dụng dịch vụ VNPT Money,huong_dan_thanh_toan_dich_vu_bang_mobile_money,"Hướng dẫn thanh toán dịch vụ bằng Mobile Money,Hướng,dẫn,thanh,toán,bằng,Mobile,Money",Hướng dẫn thanh toán dịch vụ bằng Mobile Money?|Làm sao để thanh toán dịch vụ bằng mobile money?|Cách thanh toán dịch vụ bằng mobile money trên VNPT Money?,active
ho_tro_khach_hang__dang_ky_tai_khoan_vnpt_money__prob_1,Đăng ký tài khoản VNPT Money,Hướng dẫn về đăng ký tài khoản vnpt money khi sử dụng dịch vụ VNPT Money,dang_ky_tai_khoan_vnpt_money,"Đăng ký tài khoản VNPT Money,Đăng,ký,tài,khoản,VNPT,Money",Đăng ký tài khoản VNPT Money?|Tôi muốn hỏi về đăng ký tài khoản vnpt money|Đăng ký tài khoản VNPT Money trong dịch vụ Đăng ký tài khoản VNPT Money?,active
ho_tro_khach_hang__dang_nhap_tai_khoan_vnpt_money__prob_1,Đăng nhập tài khoản VNPT Money,Hướng dẫn về đăng nhập tài khoản vnpt money khi sử dụng dịch vụ VNPT Money,dang_nhap_tai_khoan_vnpt_money,"Đăng nhập tài khoản VNPT Money,Đăng,nhập,tài,khoản,VNPT,Money",Đăng nhập tài khoản VNPT Money?|Tôi muốn hỏi về đăng nhập tài khoản vnpt money|Đăng nhập tài khoản VNPT Money trong dịch vụ Đăng nhập tài khoản VNPT Money?,active
ho_tro_khach_hang__dinh_danh_tai_khoan_vnpt_money__prob_1,Định danh tài khoản VNPT Money tự động,Hướng dẫn về định danh tài khoản vnpt money tự động khi sử dụng dịch vụ VNPT Money,dinh_danh_tai_khoan_vnpt_money_tu_dong,"Định danh tài khoản VNPT Money,Định,danh,tài,khoản,VNPT,Money,tự,động",Định danh tài khoản VNPT Money tự động?|Tôi muốn hỏi về định danh tài khoản vnpt money tự động|Định danh tài khoản VNPT Money tự động trong dịch vụ Định danh tài khoản VNPT Money?,active
ho_tro_khach_hang__dinh_danh_tai_khoan_vnpt_money__prob_2,Định danh tài khoản VNPT Money thủ công,Hướng dẫn về định danh tài khoản vnpt money thủ công khi sử dụng dịch vụ VNPT Money,dinh_danh_tai_khoan_vnpt_money_thu_cong,"Định danh tài khoản VNPT Money,Định,danh,tài,khoản,VNPT,Money,thủ,công",Định danh tài khoản VNPT Money thủ công?|Tôi muốn hỏi về định danh tài khoản vnpt money thủ công|Định danh tài khoản VNPT Money thủ công trong dịch vụ Định danh tài khoản VNPT Money?,active
ho_tro_khach_hang__lien_ket_ngan_hang__prob_1,Cách liên kết ngân hàng trực tiếp,Hướng dẫn về cách liên kết ngân hàng trực tiếp khi sử dụng dịch vụ VNPT Money,cach_lien_ket_ngan_hang_truc_tiep,"Liên kết ngân hàng,liên,kết,ngân,hàng,trực,tiếp",Cách liên kết ngân hàng trực tiếp?|Tôi muốn hỏi về cách liên kết ngân hàng trực tiếp|Cách liên kết ngân hàng trực tiếp trong dịch vụ Liên kết ngân hàng?,active
ho_tro_khach_hang__lien_ket_ngan_hang__prob_2,Cách liên kết ngân hàng qua thẻ ATM nội địa,Hướng dẫn về cách liên kết ngân hàng qua thẻ atm nội địa khi sử dụng dịch vụ VNPT Money,cach_lien_ket_ngan_hang_qua_the_atm_noi_dia,"Liên kết ngân hàng,liên,kết,ngân,hàng,qua,thẻ,ATM,nội,địa",Cách liên kết ngân hàng qua thẻ ATM nội địa?|Tôi muốn hỏi về cách liên kết ngân hàng qua thẻ atm nội địa|Cách liên kết ngân hàng qua thẻ ATM nội địa trong dịch vụ Liên kết ngân hàng?,active
ho_tro_khach_hang__huong_dan_thanh_toan__prob_1,Các hình thức thanh toán của VNPT Money,Hướng dẫn về các hình thức thanh toán của vnpt money khi sử dụng dịch vụ VNPT Money,cac_hinh_thuc_thanh_toan_cua_vnpt_money,"Hướng dẫn thanh toán,hình,thức,thanh,toán,VNPT,Money",Các hình thức thanh toán của VNPT Money?|Tôi muốn hỏi về các hình thức thanh toán của vnpt money|Các hình thức thanh toán của VNPT Money trong dịch vụ Hướng dẫn thanh toán?,active
ho_tro_khach_hang__tro_giup_khac__prob_1,khi hệ thống VNPT-Media không hoạt động tốt hoặc đang bảo trì,Hướng dẫn về khi hệ thống vnpt-media không hoạt động tốt hoặc đang bảo trì khi sử dụng dịch vụ VNPT Money,khi_he_thong_vnptmedia_khong_hoat_dong_tot_hoac_d,"Trợ giúp khác,hệ,thống,VNPT,Media,hoạt,động,tốt,bảo,trì",khi hệ thống VNPT-Media không hoạt động tốt hoặc đang bảo trì?|Tôi muốn hỏi về khi hệ thống vnpt-media không hoạt động tốt hoặc đang bảo trì|khi hệ thống VNPT-Media không hoạt động tốt hoặc đang bảo trì trong dịch vụ Trợ giúp khác?,active
ho_tro_khach_hang__tro_giup_khac__prob_2,Trường Hợp Ví Điện Tử VNPT Pay Của Khách Hàng Bị Khóa,Hướng dẫn về trường hợp ví điện tử vnpt pay của khách hàng bị khóa khi sử dụng dịch vụ VNPT Money,truong_hop_vi_dien_tu_vnpt_pay_cua_khach_hang_bi_k,"Trợ giúp khác,Trường,Hợp,Ví,Điện,Tử,VNPT,Pay,Khách,Hàng",Trường Hợp Ví Điện Tử VNPT Pay Của Khách Hàng Bị Khóa?|Tôi muốn hỏi về trường hợp ví điện tử vnpt pay của khách hàng bị khóa|Trường Hợp Ví Điện Tử VNPT Pay Của Khách Hàng Bị Khóa trong dịch vụ Trợ giúp khác?,active
ho_tro_khach_hang__tro_giup_khac__prob_3,"Khi Rút Tiền Từ Ví Điện Tử VNPT Pay, Có Mất Phí Không?","Hướng dẫn về khi rút tiền từ ví điện tử vnpt pay, có mất phí không khi sử dụng dịch vụ VNPT Money",khi_rut_tien_tu_vi_dien_tu_vnpt_pay_co_mat_phi_kh,"Trợ giúp khác,Rút,Tiền,Ví,Điện,Tử,VNPT,Pay,Mất,Phí","Khi Rút Tiền Từ Ví Điện Tử VNPT Pay, Có Mất Phí Không?|Tôi muốn hỏi về khi rút tiền từ ví điện tử vnpt pay, có mất phí không|Khi Rút Tiền Từ Ví Điện Tử VNPT Pay, Có Mất Phí Không trong dịch vụ Trợ giúp khác?",active
ho_tro_khach_hang__tro_giup_khac__prob_4,Các trường hợp không thực hiện được lệnh rút tiền về ngân hàng,Hướng dẫn về các trường hợp không thực hiện được lệnh rút tiền về ngân hàng khi sử dụng dịch vụ VNPT Money,cac_truong_hop_khong_thuc_hien_duoc_lenh_rut_tien,"Trợ giúp khác,trường,hợp,thực,hiện,lệnh,rút,tiền,ngân,hàng",Các trường hợp không thực hiện được lệnh rút tiền về ngân hàng?|Tôi muốn hỏi về các trường hợp không thực hiện được lệnh rút tiền về ngân hàng|Các trường hợp không thực hiện được lệnh rút tiền về ngân hàng trong dịch vụ Trợ giúp khác?,active
ho_tro_khach_hang__tro_giup_khac__prob_5,phí nạp tiền vào Ví điện tử từ tài khoản ngân hàng,Hướng dẫn về phí nạp tiền vào ví điện tử từ tài khoản ngân hàng khi sử dụng dịch vụ VNPT Money,phi_nap_tien_vao_vi_dien_tu_tu_tai_khoan_ngan_hang,"Trợ giúp khác,phí,nạp,tiền,Ví,điện,tử,tài,khoản,ngân",phí nạp tiền vào Ví điện tử từ tài khoản ngân hàng?|Tôi muốn hỏi về phí nạp tiền vào ví điện tử từ tài khoản ngân hàng|phí nạp tiền vào Ví điện tử từ tài khoản ngân hàng trong dịch vụ Trợ giúp khác?,active
ho_tro_khach_hang__tro_giup_khac__prob_6,Danh sách các biểu mẫu thay đổi thông tin và đóng tài khoản ví,Hướng dẫn về danh sách các biểu mẫu thay đổi thông tin và đóng tài khoản ví khi sử dụng dịch vụ VNPT Money,danh_sach_cac_bieu_mau_thay_doi_thong_tin_va_dong,"Trợ giúp khác,Danh,sách,biểu,mẫu,thay,đổi,thông,tin,đóng",Danh sách các biểu mẫu thay đổi thông tin và đóng tài khoản ví?|Tôi muốn hỏi về danh sách các biểu mẫu thay đổi thông tin và đóng tài khoản ví|Danh sách các biểu mẫu thay đổi thông tin và đóng tài khoản ví trong dịch vụ Trợ giúp khác?,active
ho_tro_khach_hang__tai_va_cap_nhat_ung_dung__prob_1,Tôi có thể tải ứng dụng VNPT Money ở đâu?,Hướng dẫn về tôi có thể tải ứng dụng vnpt money ở đâu khi sử dụng dịch vụ VNPT Money,toi_co_the_tai_ung_dung_vnpt_money_o_dau,"Tải và cập nhật ứng dụng,tải,ứng,dụng,VNPT,Money,đâu",Tôi có thể tải ứng dụng VNPT Money ở đâu?|Tôi muốn hỏi về tôi có thể tải ứng dụng vnpt money ở đâu|Tôi có thể tải ứng dụng VNPT Money ở đâu trong dịch vụ Tải và cập nhật ứng dụng?,active
ho_tro_khach_hang__tai_va_cap_nhat_ung_dung__prob_2,Cập nhật phiên bản ứng dụng VNPT Money mới nhất?,Hướng dẫn về cập nhật phiên bản ứng dụng vnpt money mới nhất khi sử dụng dịch vụ VNPT Money,cap_nhat_phien_ban_ung_dung_vnpt_money_moi_nhat,"Tải và cập nhật ứng dụng,Cập,nhật,phiên,bản,ứng,dụng,VNPT,Money,mới",Cập nhật phiên bản ứng dụng VNPT Money mới nhất?|Tôi muốn hỏi về cập nhật phiên bản ứng dụng vnpt money mới nhất|Cập nhật phiên bản ứng dụng VNPT Money mới nhất trong dịch vụ Tải và cập nhật ứng dụng?,active
dieu_khoan__pham_vi_dieu_khoan_chap_thuan_cua_vi_dien_tu_vnpt_pay__prob_1,Ví điện tử VNPT Pay áp dụng cho những đối tượng nào và trong phạm vi nào?,Quy định chi tiết về ví điện tử vnpt pay áp dụng cho những đối tượng nào và trong phạm vi nào trong điều khoản VNPT Money,vi_dien_tu_vnpt_pay_ap_dung_cho_nhung_doi_tuong_na,"Phạm vi & Điều khoản chấp thuận của Ví điện tử VNPT Pay,Ví,điện,tử,VNPT,Pay,áp,dụng,đối,tượng",Ví điện tử VNPT Pay áp dụng cho những đối tượng nào và trong phạm vi nào?|Tôi muốn hỏi về ví điện tử vnpt pay áp dụng cho những đối tượng nào và trong phạm vi nào|Ví điện tử VNPT Pay áp dụng cho những đối tượng nào và trong phạm vi nào trong dịch vụ Phạm vi & Điều khoản chấp thuận của Ví điện tử VNPT Pay?,active
dieu_khoan__pham_vi_dieu_khoan_chap_thuan_cua_vi_dien_tu_vnpt_pay__prob_2,"Khi mở và sử dụng Ví điện tử VNPT Pay, bắt buộc phải chấp thuận những điều khoản nào?","Quy định chi tiết về khi mở và sử dụng ví điện tử vnpt pay, bắt buộc phải chấp thuận những điều khoản nào trong điều khoản VNPT Money",khi_mo_va_su_dung_vi_dien_tu_vnpt_pay_bat_buoc_ph,"Phạm vi & Điều khoản chấp thuận của Ví điện tử VNPT Pay,mở,sử,dụng,Ví,điện,tử,VNPT,Pay,bắt","Khi mở và sử dụng Ví điện tử VNPT Pay, bắt buộc phải chấp thuận những điều khoản nào?|Tôi muốn hỏi về khi mở và sử dụng ví điện tử vnpt pay, bắt buộc phải chấp thuận những điều khoản nào|Khi mở và sử dụng Ví điện tử VNPT Pay, bắt buộc phải chấp thuận những điều khoản nào trong dịch vụ Phạm vi & Điều khoản chấp thuận của Ví điện tử VNPT Pay?",active
